TURANY,DATE,Y2013,RA2013,14DA2013,Y2014,RA2014,14DA2014,Y2015,RA2015,14DA2015,Y2016,RA2016,14DA2016,Y2017,RA2017,14DA2017,Y2018,RA2018,14DA2018,Y2019,RA2019,14DA2019,Y2020,RA2020,14DA2020,Y2021,RA2021,14DA2021,Y2022,RA2022,14DA2022,Y2023,RA2023,14DA2023
11723099999,5/2/13,0,0.187142857,0.131428571,0,0.08,0.065714286,0.18,0.047142857,0.027857143,0,0.057142857,0.036428571,0.01,0.095714286,0.113571429,0,0.027142857,0.015,0,0.081428571,0.042857143,0.17,0.061428571,0.030714286,0.35,0.06,0.035,0,0.015714286,0.015714286,0,0.078571429,0.056428571
11723099999,5/3/13,0.02,0.191428571,0.131428571,0.55,0.08,0.077142857,0,0.04,0.047142857,0.01,0.057142857,0.036428571,0,0.092857143,0.111428571,0.19,0.027142857,0.015,0.03,0.067142857,0.058571429,0.06,0.061428571,0.030714286,0,0.068571429,0.035,0,0.015714286,0.009285714,0.02,0.074285714,0.053571429
11723099999,5/4/13,0.97,0.214285714,0.143571429,0,0.08,0.078571429,0.02,0.042857143,0.047142857,0.39,0.057142857,0.03,0.54,0.091428571,0.102142857,0,0.027142857,0.025,0.02,0.035714286,0.057857143,0.01,0.06,0.030714286,0,0.06,0.035,0,0.018571429,0.009285714,0,0.031428571,0.053571429
11723099999,5/5/13,0.32,0.262857143,0.172857143,0,0.121428571,0.112857143,0,0.037142857,0.047142857,0,0.057142857,0.028571429,0,0.128571429,0.075714286,0,0.027142857,0.025,0.13,0.025714286,0.080714286,0.13,0.052857143,0.035714286,0,0.06,0.035,0.11,0.018571429,0.009285714,0,0.031428571,0.053571429
11723099999,5/6/13,0.03,0.262857143,0.208571429,0,0.127142857,0.112857143,0.04,0.011428571,0.047142857,0,0.057142857,0.045714286,0.09,0.132857143,0.079285714,0,0.027142857,0.025,0,0.028571429,0.073571429,0,0.028571429,0.035714286,0.06,0.01,0.068571429,0,0.018571429,0.009285714,0,0.031428571,0.057857143
11723099999,5/7/13,0.16,0.26,0.208571429,0,0.074285714,0.12,0.02,0.05,0.052142857,0,0.055714286,0.067142857,0,0.132857143,0.094285714,0,0.002857143,0.025,0,0.055714286,0.057857143,0,0.02,0.070714286,0.01,0.01,0.156428571,0.02,0.018571429,0.009285714,0.2,0.028571429,0.022857143
11723099999,5/8/13,0.34,0.145714286,0.208571429,0.3,0.077142857,0.119285714,0,0.047142857,0.049285714,0,0,0.067142857,0.26,0.055714286,0.094285714,0,0.022857143,0.025714286,0,0.052857143,0.052857143,0,0.018571429,0.07,0,0.01,0.161428571,0,0.018571429,0.009285714,0,0.028571429,0.057142857
11723099999,5/9/13,0,0.158571429,0.208571429,0.04,0.145714286,0.120714286,0,0.047142857,0.036428571,0,0,0.067142857,0.04,0.055714286,0.100714286,0,0.022857143,0.047857143,0.02,0.08,0.067857143,0,0.01,0.084285714,0,0.01,0.166428571,0,0.002857143,0.009285714,0,0.028571429,0.064285714
11723099999,5/10/13,0,0.225714286,0.207142857,0.18,0.145714286,0.095,0.27,0.054285714,0.036428571,0,0.034285714,0.067857143,0,0.065714286,0.100714286,0.02,0.022857143,0.040714286,0.22,0.08,0.065714286,0,0.01,0.08,0,0.068571429,0.166428571,0,0.002857143,0.01,0,0.041428571,0.103571429
11723099999,5/11/13,0.17,0.202857143,0.142142857,0.02,0.16,0.12,0,0.061428571,0.035,0,0.077142857,0.041428571,0,0.097142857,0.062142857,0.14,0.022857143,0.067142857,0,0.08,0.064285714,0,0.081428571,0.079285714,0,0.252857143,0.174285714,0,0,0.044285714,0,0.014285714,0.120714286
11723099999,5/12/13,0.41,0.154285714,0.120714286,0.48,0.117142857,0.128571429,0,0.061428571,0.035,0,0.077142857,0.041428571,0,0.06,0.062142857,0,0.024285714,0.067142857,0.32,0.08,0.055,0.07,0.087142857,0.07,0,0.262857143,0.174285714,0,0,0.036428571,0,0.082857143,0.120714286
11723099999,5/13/13,0.5,0.154285714,0.181428571,0,0.114285714,0.128571429,0.09,0.061428571,0.037142857,0.24,0.077142857,0.041428571,0.16,0.068571429,0.055714286,0,0.068571429,0.080714286,0,0.107142857,0.075,0,0.14,0.07,0.47,0.322857143,0.189285714,0,0,0.036428571,0.09,0.097142857,0.120714286
11723099999,5/14/13,0,0.154285714,0.17,0.1,0.115714286,0.128571429,0.07,0.022857143,0.043571429,0.3,0.08,0.045,0.22,0.068571429,0.055714286,0,0.078571429,0.080714286,0,0.075714286,0.086428571,0.5,0.14,0.07,1.3,0.322857143,0.191428571,0,0.001428571,0.042857143,0.01,0.178571429,0.106428571
11723099999,5/15/13,0,0.138571429,0.172857143,0,0.162857143,0.107142857,0,0.022857143,0.043571429,0,0.082857143,0.045,0,0.068571429,0.037142857,0.01,0.111428571,0.080714286,0,0.075714286,0.107857143,0.04,0.14,0.07,0.07,0.338571429,0.196428571,0,0.07,0.042857143,0.48,0.212857143,0.106428571
11723099999,5/16/13,0,0.082857143,0.178571429,0.02,0.111428571,0.104285714,0,0.022857143,0.043571429,0,0.082857143,0.045,0.1,0.068571429,0.034285714,0.31,0.111428571,0.080714286,0.21,0.03,0.122857143,0.37,0.13,0.080714286,0.42,0.338571429,0.205,0,0.07,0.042857143,0.1,0.212857143,0.106428571
11723099999,5/17/13,0,0.137142857,0.178571429,0.19,0.111428571,0.092857143,0,0.02,0.072142857,0.02,0.048571429,0.045,0,0.045714286,0.041428571,0.09,0.138571429,0.116428571,0,0.07,0.107857143,0,0.13,0.147857143,0,0.31,0.206428571,0.01,0.07,0.043571429,0.57,0.2,0.134285714
11723099999,5/18/13,0.06,0.137142857,0.173571429,0.35,0.097142857,0.091428571,0,0.025714286,0.072857143,0.02,0.012857143,0.052857143,0,0.014285714,0.041428571,0.37,0.138571429,0.107142857,0,0.092857143,0.107857143,0,0.058571429,0.148571429,0.11,0.13,0.219285714,0.48,0.085714286,0.125714286,0.24,0.198571429,0.134285714
11723099999,5/19/13,0.02,0.191428571,0.156428571,0.12,0.097142857,0.057142857,0,0.025714286,0.072857143,0,0.012857143,0.052857143,0,0.014285714,0.041428571,0,0.137142857,0.107142857,0,0.135714286,0.085,0,0.052857143,0.146428571,0,0.13,0.221428571,0,0.085714286,0.155,0,0.13,0.134285714
11723099999,5/20/13,0.88,0.202857143,0.120714286,0,0.094285714,0.062142857,0.07,0.025714286,0.075714286,0,0.012857143,0.035714286,0,0,0.03,0.19,0.092857143,0.107142857,0.28,0.138571429,0.085,0,0.021428571,0.160714286,0.27,0.087142857,0.189285714,0,0.085714286,0.155,0,0.115714286,0.127857143
11723099999,5/21/13,0,0.202857143,0.125,0,0.07,0.056428571,0.11,0.121428571,0.070714286,0.05,0.01,0.032857143,0,0.014285714,0.014285714,0,0.154285714,0.107142857,0.16,0.14,0.104285714,0,0.155714286,0.125,0.04,0.09,0.096428571,0.11,0.085714286,0.155,0,0.09,0.127142857
11723099999,5/22/13,0.38,0.208571429,0.125,0,0.02,0.056428571,0,0.122857143,0.070714286,0,0.022857143,0.057857143,0,0.014285714,0.014285714,0,0.102857143,0.106428571,0.3,0.14,0.155714286,0,0.157142857,0.122142857,0.07,0.1,0.091428571,0,0.181428571,0.155,0,0.055714286,0.092857143
11723099999,5/23/13,0.08,0.23,0.126428571,0,0.002857143,0.085,0,0.122857143,0.072142857,0,0.022857143,0.057857143,0,0.014285714,0.007142857,0,0.102857143,0.084285714,0.23,0.14,0.140714286,0.15,0.162857143,0.095714286,0.12,0.104285714,0.061428571,0,0.24,0.156428571,0,0.055714286,0.085714286
11723099999,5/24/13,0,0.104285714,0.172142857,0.02,0.012857143,0.071428571,0.67,0.131428571,0.085,0,0.022857143,0.056428571,0.1,0.014285714,0.023571429,0.52,0.075714286,0.077857143,0.01,0.1,0.140714286,0.94,0.191428571,0.098571429,0.02,0.068571429,0.061428571,0.01,0.24,0.155714286,0.39,0.055714286,0.045
11723099999,5/25/13,0.1,0.112857143,0.17,0,0.015714286,0.05,0.01,0.115714286,0.085,0.11,0.052857143,0.055,0,0.014285714,0.023571429,0.01,0.075714286,0.051428571,0,0.115714286,0.140714286,0.01,0.191428571,0.102142857,0.18,0.062857143,0.053571429,1.15,0.224285714,0.150714286,0,0.055714286,0.027857143
11723099999,5/26/13,0.17,0.058571429,0.182857143,0,0.015714286,0.041428571,0,0.115714286,0.085,0,0.102857143,0.064285714,0,0.014285714,0.023571429,0,0.075714286,0.052857143,0,0.175714286,0.140714286,0.04,0.191428571,0.102142857,0.03,0.052857143,0.053571429,0.41,0.224285714,0.157142857,0,0.055714286,0.027857143
11723099999,5/27/13,0,0.05,0.132857143,0.07,0.075714286,0.041428571,0.13,0.118571429,0.08,0,0.102857143,0.07,0,0.014285714,0.023571429,0,0.075714286,0.039285714,0,0.142857143,0.120714286,0.2,0.17,0.105,0.02,0.035714286,0.034285714,0,0.227142857,0.157142857,0,0.055714286,0.027857143
11723099999,5/28/13,0.06,0.141428571,0.169285714,0.02,0.072857143,0.045714286,0,0.048571429,0.072142857,0.26,0.102857143,0.066428571,0,0.032857143,0.023571429,0,0.001428571,0.043571429,0.27,0.141428571,0.109285714,0,0.041428571,0.105,0,0.032857143,0.031428571,0,0.225714286,0.149285714,0,0,0.027857143
11723099999,5/29/13,0,0.131428571,0.148571429,0,0.08,0.045714286,0,0.047142857,0.072142857,0.35,0.087142857,0.066428571,0,0.032857143,0.023571429,0,0,0.043571429,0.72,0.141428571,0.087857143,0,0.047142857,0.112857143,0,0.007142857,0.026428571,0,0.12,0.15,0,0,0.028571429
11723099999,5/30/13,0.02,0.135714286,0.142857143,0.42,0.08,0.045714286,0.02,0.047142857,0.072142857,0,0.105714286,0.066428571,0,0.032857143,0.023571429,0,0.002857143,0.044285714,0,0.141428571,0.071428571,0,0.041428571,0.122142857,0,0.002857143,0.018571429,0.02,0.074285714,0.153571429,0,0,0.038571429
11723099999,5/31/13,0.64,0.161428571,0.142857143,0,0.07,0.044285714,0.18,0.028571429,0.024285714,0,0.117142857,0.066428571,0.23,0.032857143,0.025714286,0,0.002857143,0.007142857,0,0.141428571,0.162142857,0.04,0.018571429,0.055,0,0,0.017142857,0,0.074285714,0.157857143,0,0,0.015714286
11723099999,6/1/13,0.03,0.225714286,0.135714286,0.05,0.075714286,0.044285714,0,0.028571429,0.023571429,0,0.08,0.058571429,0,0.032857143,0.030714286,0,0.011428571,0.009285714,0,0.102857143,0.162142857,0.05,0.018571429,0.059285714,0,0,0.004285714,0.41,0.074285714,0.083571429,0,0,0.026428571
11723099999,6/2/13,0.2,0.238571429,0.123571429,0,0.075714286,0.044285714,0,0.028571429,0.023571429,0.13,0.03,0.058571429,0,0.032857143,0.030714286,0.02,0.011428571,0.02,0,0,0.162142857,0,0.034285714,0.056428571,0,0,0.002142857,0.09,0.075714286,0.060714286,0,0.001428571,0.027857143
11723099999,6/3/13,0.18,0.235714286,0.123571429,0,0.015714286,0.039285714,0,0.025714286,0.014285714,0.08,0.03,0.172142857,0,0.032857143,0.044285714,0,0.012857143,0.02,0,0,0.162142857,0.04,0.074285714,0.042857143,0,0.001428571,0.001428571,0,0.08,0.074285714,0,0.021428571,0.039285714
11723099999,6/4/13,0.51,0.144285714,0.150714286,0.06,0.015714286,0.037857143,0,0,0.014285714,0,0.03,0.153571429,0,0.018571429,0.045714286,0.06,0.012857143,0.02,0,0.182857143,0.142857143,0,0.068571429,0.061428571,0,0.001428571,0.001428571,0,0.09,0.074285714,0,0.031428571,0.039285714
11723099999,6/5/13,0.09,0.14,0.16,0,0.008571429,0.037857143,0,0,0.014285714,0,0.03,0.128571429,0,0.028571429,0.045714286,0,0.018571429,0.05,0,0.182857143,0.091428571,0.11,0.071428571,0.061428571,0,0.001428571,0.006428571,0.01,0.047142857,0.074285714,0.01,0.052857143,0.039285714
11723099999,6/6/13,0,0.111428571,0.158571429,0,0.008571429,0.007857143,0,0,0.012857143,0,0.011428571,0.128571429,0,0.028571429,0.045714286,0.01,0.037142857,0.057142857,0,0.182857143,0.091428571,0.28,0.071428571,0.061428571,0.01,0.001428571,0.012142857,0.05,0.047142857,0.072857143,0.14,0.055714286,0.039285714
11723099999,6/7/13,0,0.085714286,0.112857143,0,0.008571429,0.007857143,0,0,0.043571429,0,0.227142857,0.136428571,0.13,0.055714286,0.029285714,0,0.037142857,0.057142857,1.28,0.182857143,0.091428571,0,0.067142857,0.075714286,0,0.002857143,0.012142857,0.07,0.074285714,0.085,0.07,0.078571429,0.039285714
11723099999,6/8/13,0,0.075714286,0.110714286,0,0,0.004285714,0,0,0.064285714,0,0.227142857,0.136428571,0.07,0.058571429,0.029285714,0.04,0.028571429,0.057142857,0,0.182857143,0.091428571,0.07,0.104285714,0.095,0,0.002857143,0.012142857,0.11,0.074285714,0.055714286,0.15,0.078571429,0.040714286
11723099999,6/9/13,0,0.081428571,0.108571429,0,0,0.004285714,0,0,0.07,0,0.227142857,0.144285714,0,0.058571429,0.032142857,0.15,0.088571429,0.055714286,0,0.182857143,0.091428571,0,0.088571429,0.095,0,0.012857143,0.012142857,0.09,0.072857143,0.049285714,0.02,0.077142857,0.040714286
11723099999,6/10/13,0,0.081428571,0.095714286,0,0,0.004285714,0,0,0.07,1.59,0.227142857,0.14,0.19,0.058571429,0.055,0,0.101428571,0.055714286,0,0.182857143,0.091428571,0.01,0.048571429,0.092142857,0.01,0.022857143,0.012142857,0.19,0.065714286,0.087142857,0.16,0.057142857,0.040714286
11723099999,6/11/13,0.44,0.081428571,0.059285714,0,0,0,0,0.087142857,0.07,0,0.242857143,0.14,0.02,0.04,0.055714286,0,0.101428571,0.051428571,0,0,0.091428571,0.26,0.082857143,0.1,0,0.022857143,0.012142857,0,0.08,0.087142857,0,0.047142857,0.049285714
11723099999,6/12/13,0.13,0.081428571,0.052857143,0,0,0,0,0.128571429,0.070714286,0,0.242857143,0.14,0,0.03,0.055714286,0.42,0.095714286,0.051428571,0,0,0.091428571,0,0.118571429,0.130714286,0.07,0.022857143,0.012142857,0,0.064285714,0.086428571,0,0.028571429,0.048571429
11723099999,6/13/13,0,0.105714286,0.052857143,0,0,0.002857143,0,0.14,0.071428571,0,0.277142857,0.16,0,0.035714286,0.055714286,0.1,0.074285714,0.050714286,0,0,0.12,0,0.118571429,0.134285714,0.08,0.022857143,0.011428571,0,0.051428571,0.082857143,0,0.025714286,0.038571429
11723099999,6/14/13,0,0.105714286,0.052857143,0,0,0.002857143,0.61,0.14,0.076428571,0.11,0.052857143,0.173571429,0,0.054285714,0.046428571,0,0.074285714,0.050714286,0,0,0.045714286,0.24,0.117142857,0.182142857,0,0.021428571,0.011428571,0.17,0.1,0.083571429,0,0.002857143,0.033571429
11723099999,6/15/13,0,0.042857143,0.066428571,0,0,0.002857143,0.29,0.14,0.076428571,0,0.052857143,0.173571429,0,0.052857143,0.041428571,0,0.074285714,0.050714286,0,0,0.045714286,0.32,0.095714286,0.181428571,0,0.021428571,0.102142857,0,0.1,0.075714286,0.02,0.02,0.041428571
11723099999,6/16/13,0.17,0.024285714,0.067142857,0,0,0.002857143,0.08,0.141428571,0.118571429,0.24,0.052857143,0.173571429,0.04,0.052857143,0.075,0,0.014285714,0.04,0,0,0.112857143,0,0.172857143,0.181428571,0,0.011428571,0.159285714,0,0.1,0.069285714,0,0.02,0.04
11723099999,6/17/13,0,0.024285714,0.092857143,0,0.005714286,0.002857143,0,0.142857143,0.118571429,0.02,0.092857143,0.06,0.32,0.052857143,0.061428571,0,0,0.041428571,0,0.057142857,0.117142857,0,0.22,0.180714286,0,0,0.158571429,0.53,0.1,0.055714286,0,0.02,0.028571429
11723099999,6/18/13,0,0.024285714,0.187857143,0,0.005714286,0.002857143,0,0.065714286,0.118571429,0,0.104285714,0.06,0.01,0.052857143,0.06,0,0,0.044615385,0,0.091428571,0.117142857,0.11,0.281428571,0.199285714,0,0,0.203571429,0,0.087142857,0.067142857,0.12,0.02,0.028571429
11723099999,6/19/13,0,0.051428571,0.178571429,0,0.005714286,0.022857143,0.01,0.024285714,0.118571429,0,0.104285714,0.067142857,0,0.052857143,0.062857143,0,0.005714286,0.012307692,0,0.091428571,0.117142857,0.54,0.244285714,0.219285714,0,0.181428571,0.198571429,0,0.087142857,0.067142857,0,0.054285714,0.028571429
11723099999,6/20/13,0,0.028571429,0.18,0.04,0.005714286,0.022857143,0.01,0.097142857,0.118571429,0.28,0.07,0.07,0,0.114285714,0.062857143,0,0.005714286,0.004615385,0.4,0.225714286,0.117142857,0.33,0.244285714,0.222142857,0,0.295714286,0.205,0,0.087142857,0.067142857,0,0.054285714,0.028571429
11723099999,6/21/13,0,0.08,0.18,0,0.005714286,0.022857143,0.07,0.097142857,0.077142857,0.19,0.067142857,0.063571429,0,0.068571429,0.062857143,0,0.008571429,0.026153846,0.24,0.234285714,0.117142857,0.67,0.244285714,0.205,0,0.295714286,0.206428571,0.08,0.011428571,0.062142857,0,0.054285714,0.031428571
11723099999,6/22/13,0.19,0.332857143,0.18,0,0.005714286,0.022857143,0,0.097142857,0.056428571,0,0.067142857,0.063571429,0,0.067142857,0.062857143,0.04,0.01,0.030769231,0,0.234285714,0.117142857,0.06,0.302857143,0.205714286,1.27,0.385714286,0.206428571,0,0.034285714,0.062142857,0.26,0.037142857,0.03
11723099999,6/23/13,0.01,0.332857143,0.167857143,0,0.045714286,0.055714286,0.59,0.095714286,0.050714286,0,0.081428571,0.046428571,0.47,0.072857143,0.06,0,0.01,0.030769231,0.94,0.234285714,0.117142857,0,0.265714286,0.220714286,0.8,0.385714286,0.230714286,0,0.034285714,0.062142857,0,0.037142857,0.03
11723099999,6/24/13,0.36,0.335714286,0.169285714,0,0.04,0.08,0,0.094285714,0.050714286,0,0.047142857,0.055714286,0,0.072857143,0.037142857,0.02,0.01,0.030769231,0.06,0.177142857,0.117142857,0,0.224285714,0.220714286,0,0.41,0.232857143,0,0.034285714,0.024285714,0,0.037142857,0.03
11723099999,6/25/13,1.77,0.335714286,0.169285714,0,0.04,0.08,0,0.088571429,0.050714286,0,0.022857143,0.055714286,0,0.072857143,0.037142857,NaN,0.056666667,0.030769231,0,0.142857143,0.168571429,0.52,0.128571429,0.216428571,0.63,0.412857143,0.234285714,0.16,0.037142857,0.027142857,0,0.042857143,0.021428571
11723099999,6/26/13,0,0.308571429,0.169285714,0.28,0.04,0.085714286,0,0.088571429,0.05,0.1,0.022857143,0.090714286,0.04,0.072857143,0.037142857,0,0.06,0.030769231,0,0.142857143,0.168571429,0.28,0.167142857,0.180714286,0,0.231428571,0.234285714,0,0.037142857,0.027142857,0,0.005714286,0.021428571
11723099999,6/27/13,0.02,0.307142857,0.169285714,0,0.105714286,0.082857143,0,0.004285714,0.049285714,0.04,0.022857143,0.070714286,0,0.005714286,0.037142857,0,0.06,0.030769231,0,0.008571429,0.14,0.04,0.197142857,0.16,0.17,0.165714286,0.234285714,0,0.037142857,0.027142857,0,0.005714286,0.021428571
11723099999,6/28/13,0,0.258571429,0.169285714,0,0.154285714,0.087857143,0.03,0.004285714,0.044285714,0.02,0.044285714,0.057142857,0,0.005714286,0.037142857,0.28,0.056666667,0.030769231,0,0,0.122857143,0,0.197142857,0.112142857,0.02,0.17,0.234285714,0.1,0.037142857,0.021428571,0.04,0.005714286,0.021428571
11723099999,6/29/13,0,0.005714286,0.155714286,0,0.154285714,0.092142857,0,0.004285714,0.044285714,0,0.044285714,0.057142857,0,0.007142857,0.037142857,0.06,0.048571429,0.038461538,0,0.102857143,0.122857143,0.33,0.13,0.107857143,0,0.082857143,0.143571429,0,0.02,0.048571429,0,0.005714286,0.072857143
11723099999,6/30/13,0,0.005714286,0.155,0.46,0.125714286,0.092142857,0,0.004285714,0.002142857,0,0.1,0.057142857,0,0.001428571,0.025,0,0.048571429,0.043076923,0,0.102857143,0.055714286,0.21,0.095714286,0.107857143,0.34,0.082857143,0.086428571,0,0.02,0.048571429,0,0.005714286,0.072857143
